_id,chapter,questionId,question_text,subject,subtopic,year
jh78m2tmg2j5ns7gvjfzenr1k97syvwy,Theory of Computation,2018-cs-q.36,"Consider the following problems. L(G) denotes the language generated by a grammar G. L(M) denotes the language accepted by a machine M.
(I) For an unrestricted grammar G and a string w, whether w ∈ L(G)
(II) Given a Turing machine M, whether L(M) is regular
(III) Given two grammars G₁ and G₂, whether L(G₁) = L(G₂)
(IV) Given an NFA N, whether there is a deterministic PDA P such that N and P accept the same language.
Which one of the following statements is correct?",Theory of Computation,Turing machines and undecidability,2018
jh72p0smqk7nvbjh5ff5dvqhjd7sztqx,Compiler Design,2018-cs-q.37,"A lexical analyzer uses the following patterns to recognize three tokens T₁, T₂, and T₃ over the alphabet {a,b,c}.
T₁: a?(bc)*a
T₂: b?(a|c)*b
T₃: c?(b|a)*c
Note that ‘x?’ means 0 or 1 occurrence of the symbol x. Note also that the analyzer outputs the token that matches the longest possible prefix.
If the string bbaacabc is processed by the analyzer, which one of the following is the sequence of tokens it outputs?",Compiler Design,"Lexical analysis, parsing, syntax-directed translation",2018
jh7avk2h4wcw7cpfqmpqf9tred7szwdh,Compiler Design,2018-cs-q.38,"Consider the following parse tree for the expression a#b$c$d#e#f, involving two binary operators $ and #.

Which one of the following is correct for the given parse tree?",Compiler Design,"Lexical analysis, parsing, syntax-directed translation",2018
jh73t48njjm3yxvszbgp1zb4j97szk1p,Operating System,2018-cs-q.39,"In a system, there are three types of resources: E, F and G. Four processes P₀, P₁, P₂ and P₃ execute concurrently. At the outset, the processes have declared their maximum resource requirements using a matrix named Max as given below. For example, Max[P₂,F] is the maximum number of instances of F that P₂ would require. The number of instances of the resources allocated to the various processes at any given state is given by a matrix named Allocation.
Consider a state of the system with the Allocation matrix as shown below, and in which 3 instances of E and 3 instances of F are the only resources available.

From the perspective of deadlock avoidance, which one of the following is true?",Operating System,Deadlock,2018
jh7057px8mtprrqasp7qf144qh7sy5qd,Digital Logic,2018-cs-q.4,What would be the smallest natural number which when divided either by 20 or by 42 or by 76 leaves a remainder of 7 in each case?,Digital Logic,Boolean algebra,2018
jh7aqsqr16t08s6cavzhjahnqx7sznpm,Operating System,2018-cs-q.40,"Consider the following solution to the producer-consumer synchronization problem. The shared buffer size is N. Three semaphores empty, full and mutex are defined with respective initial values of 0, N and 1. Semaphore empty denotes the number of available slots in the buffer, for the consumer to read from. Semaphore full denotes the number of available slots in the buffer, for the producer to write to. The placeholder variables, denoted by P, Q, R, and S, in the code below can be assigned either empty or full. The valid semaphore operations are: wait() and signal().

Which one of the following assignments to P, Q, R and S will yield the correct solution?",Operating System,"System calls, processes, threads, inter-process communication, concurrency and synchronization",2018
jh7atqbkyykw54dbcr4jzfmjc17sydv9,Databases,2018-cs-q.41,"Consider the relations r(A, B) and s(B, C), where s.B is a primary key and r.B is a foreign key referencing s.B. Consider the query
Q: r ⋈ (σ_{B<5}(s))
Let LOJ denote the natural left outer-join operation. Assume that r and s contain no null values.
Which one of the following queries is NOT equivalent to Q?",Databases,"Relational model: relational algebra, tuple calculus, SQL",2018
jh7c2rq420fm07pp2qbf6yqxkd7syaha,Databases,2018-cs-q.42,"Consider the following four relational schemas. For each schema, all non-trivial functional dependencies are listed. The underlined attributes are the respective primary keys.
Schema I: Registration (rollno, courses)
Field ‘courses’ is a set-valued attribute containing the set of courses a student has registered for.
Non-trivial functional dependency:
rollno → courses
Schema II: Registration (rollno, courseid, email)
Non-trivial functional dependencies:
rollno, courseid → email
email → rollno
Schema III: Registration (rollno, courseid, marks, grade)
Non-trivial functional dependencies:
rollno, courseid → marks, grade
marks → grade
Schema IV: Registration (rollno, courseid, credit)
Non-trivial functional dependencies:
rollno, courseid → credit
courseid → credit
Which one of the relational schemas above is in 3NF but not in BCNF?",Databases,"Integrity constraints, normal forms",2018
jh74yd3enm2wty5bphta6c601s7syb0j,Discrete Mathematics,2018-cs-q.43,"Let G be a graph with 100! vertices, with each vertex labelled by a distinct permutation of the numbers 1,2, ..., 100. There is an edge between vertices u and v if and only if the label of u can be obtained by swapping two adjacent numbers in the label of v. Let y denote the degree of a vertex in G, and z denote the number of connected components in G.
Then, y + 10z = ______.",Engineering Mathematics,"Graphs: connectivity, matching, colouring",2018
jh74xek0gyxw9c1ac7jhcvcms97syfyw,Engineering Mathematics,2018-cs-q.44,"Consider Guwahati (G) and Delhi (D) whose temperatures can be classified as high (H), medium (M) and low (L). Let P(H_G) denote the probability that Guwahati has high temperature. Similarly, P(M_G) and P(L_G) denotes the probability of Guwahati having medium and low temperatures respectively. Similarly, we use P(H_D), P(M_D) and P(L_D) for Delhi.
The following table gives the conditional probabilities for Delhi’s temperature given Guwahati’s temperature.
(Table shown)
Consider the first row in the table above. The first entry denotes that if Guwahati has high temperature (H_G) then the probability of Delhi also having a high temperature (H_D) is 0.40; i.e., P(H_D|H_G) = 0.40. Similarly, the next two entries are P(M_D|H_G) = 0.48 and P(L_D|H_G) = 0.12. Similarly for the other rows.
If it is known that P(H_G) = 0.2, P(M_G) = 0.5, and P(L_G) = 0.3, then the probability (correct to two decimal places) that Guwahati has high temperature given that Delhi has high temperature is ______.",Engineering Mathematics,Conditional probability and Bayes theorem,2018
jh74kc5nx708dm75b66vzdy23s7sz7kf,Programming and Data Structures,2018-cs-q.45,"Consider the following program written in pseudo-code. Assume that x and y are integers.
Count(x,y) {
    if (y != 1){
        if (x != 1) {
            print(""*"");
            Count(x/2, y);
        }
        else {
            y = y-1;
            Count(1024, y);
        }
    }
}
The number of times that the print statement is executed by the call Count(1024,1024) is ______.",Programming and Data Structures,Recursion,2018
jh73gsv9917brw3nghgge97nx57szz9f,Programming and Data Structures,2018-cs-q.46,"The number of possible min-heaps containing each value from {1, 2, 3, 4, 5, 6, 7} exactly once is ______.",Programming and Data Structures,"Arrays, stacks, queues, linked lists, trees, binary search trees, binary heaps, graphs",2018
jh7dzch0cxwg17dgsh91rfz2xx7szy00,Algorithms,2018-cs-q.47,"Consider the following undirected graph G:

Choose a value for x that will maximize the number of minimum weight spanning trees (MWSTs) of G. The number of MWSTs of G for this value of x is ______.",Algorithms,"Graph traversals, minimum spanning trees, shortest paths",2018
jh749js2w2k8s2qtt4154yzhn57szmep,Algorithms,2018-cs-q.48,"Consider the weights and values of items listed below. Note that there is only one unit of each item.
(Table of items, weights, and values)
The task is to pick a subset of these items such that their total weight is no more than 11 Kgs and their total value is maximized. Moreover, no item may be split. The total value of items picked by an optimal algorithm is denoted by V_opt. A greedy algorithm sorts the items by their value-to-weight ratios in descending order and packs them greedily, starting from the first item in the ordered list. The total value of items picked by the greedy algorithm is denoted by V_greedy.
The value of V_opt − V_greedy is ______.",Algorithms,"Algorithm design techniques: greedy, dynamic programming and divide-and-conquer",2018
jh76zf3swj59hvfanvtqt9gzps7syv72,Digital Logic,2018-cs-q.49,"Consider the minterm list form of a Boolean function F given below.
F(P, Q, R, S) = Σ m(0, 2, 5, 7, 9, 11) + d(3, 8, 10, 12, 14)
Here, m denotes a minterm and d denotes a don't care term. The number of essential prime implicants of the function F is ______.",Digital Logic,Minimization,2018
jh7f3m3csz5sj919eeds7vpp5s7sy41x,Computer Organization and Architecture,2018-cs-q.5,"What is the missing number in the following sequence?
2, 12, 60, 240, 720, 1440, ______, 0",Computer Organization and Architecture,"ALU, data-path and control unit",2018
jh7c3ss7hgf71mg58xe7hcpgxh7sy6ad,Computer Organization and Architecture,2018-cs-q.50,"The instruction pipeline of a RISC processor has the following stages: Instruction Fetch (IF), Instruction Decode (ID), Operand Fetch (OF), Perform Operation (PO) and Writeback (WB). The IF, ID, OF and WB stages take 1 clock cycle each for every instruction. Consider a sequence of 100 instructions. In the PO stage, 40 instructions take 3 clock cycles each, 35 instructions take 2 clock cycles each, and the remaining 25 instructions take 1 clock cycle each. Assume that there are no data hazards and no control hazards.
The number of clock cycles required for completion of execution of the sequence of instructions is ______.",Computer Organization and Architecture,"Instruction pipelining, pipeline hazards",2018
jh75fhcrt78drhqchz1ns26xcd7sza9h,Computer Organization and Architecture,2018-cs-q.51,"A processor has 16 integer registers (R0, R1, ..., R15) and 64 floating point registers (F0, F1, ..., F63). It uses a 2-byte instruction format. There are four categories of instructions: Type-1, Type-2, Type-3, and Type-4. Type-1 category consists of four instructions, each with 3 integer register operands (3Rs). Type-2 category consists of eight instructions, each with 2 floating point register operands (2Fs). Type-3 category consists of fourteen instructions, each with one integer register operand and one floating point register operand (1R+1F). Type-4 category consists of N instructions, each with a floating point register operand (1F).
The maximum value of N is ______.",Computer Organization and Architecture,Machine instructions and addressing modes,2018
jh7851wbp1vb8s4jgxm8kq0y797szr3c,Theory of Computation,2018-cs-q.52,"Given a language L, define Lⁱ as follows:
L⁰ = {ε}
Lⁱ = Lⁱ⁻¹ . L for all i > 0
The order of a language L is defined as the smallest k such that Lᵏ = Lᵏ⁺¹.
Consider the language L₁ (over alphabet 0) accepted by the following automaton.

The order of L₁ is ______.",Theory of Computation,Regular expressions and finite automata,2018
jh72rra61btxnc0vzceb0f6cbx7syxbt,Operating System,2018-cs-q.53,"Consider a storage disk with 4 platters (numbered as 0, 1, 2 and 3), 200 cylinders (numbered as 0, 1, ..., 199), and 256 sectors per track (numbered as 0, 1, ..., 255). The following 6 disk requests of the form [sector number, cylinder number, platter number] are received by the disk controller at the same time:
[120, 72, 2], [180, 134, 1], [60, 20, 0], [212, 86, 3], [56, 116, 2], [118, 16, 1]
Currently the head is positioned at sector number 100 of cylinder 80, and is moving towards higher cylinder numbers. The average power dissipation in moving the head over 100 cylinders is 20 milliwatts and for reversing the direction of the head movement once is 15 milliwatts. Power dissipation associated with rotational latency and switching of head between different platters is negligible.
The total power consumption in milliwatts to satisfy all of the above disk requests using the Shortest Seek Time First disk scheduling algorithm is ______.",Operating System,OTHER: Disk Scheduling,2018
jh7cm33vhnn8gws1j73y5t1ec97szshc,Computer Networks,2018-cs-q.54,"Consider an IP packet with a length of 4,500 bytes that includes a 20-byte IPv4 header and a 40-byte TCP header. The packet is forwarded to an IPv4 router that supports a Maximum Transmission Unit (MTU) of 600 bytes. Assume that the length of the IP header in all the outgoing fragments of this packet is 20 bytes. Assume that the fragmentation offset value stored in the first fragment is 0.
The fragmentation offset value stored in the third fragment is ______.",Computer Networks,"Fragmentation and IP addressing, IPv4, CIDR notation, Basics of IP support protocols (ARP, DHCP, ICMP), Network Address Translation (NAT)",2018
jh71jxqde1g5qn3qb839d5vtw57szapf,Computer Networks,2018-cs-q.55,"Consider a simple communication system where multiple nodes are connected by a shared broadcast medium (like Ethernet or wireless). The nodes in the system use the following carrier-sense based medium access protocol. A node that receives a packet to transmit will carrier-sense the medium for 5 units of time. If the node does not detect any other transmission in this duration, it starts transmitting its packet in the next time unit. If the node detects another transmission, it waits until this other transmission finishes, and then begins to carrier-sense for 5 time units again. Once they start to transmit, nodes do not perform any collision detection and continue transmission even if a collision occurs. All transmissions last for 20 units of time. Assume that the transmission signal travels at the speed of 10 meters per unit time in the medium.
Assume that the system has two nodes P and Q, located at a distance d meters from each other. P starts transmitting a packet at time t=0 after successfully completing its carrier-sense phase. Node Q has a packet to transmit at time t=0 and begins to carrier-sense the medium.
The maximum distance d (in meters, rounded to the closest integer) that allows Q to successfully avoid a collision between its proposed transmission and P’s ongoing transmission is ______.",Computer Networks,"Data link layer: framing, error detection, Medium Access Control, Ethernet bridging",2018
